"","X","Y","Class","text"
"GO:1900017",-9.95345103165609,57.9540911153006,"immune system process","positive regulation of cytokine production involved in inflammatory response"
"GO:1900019",-20.3831292271029,-8.55479440997227,"protein modification/signaling","regulation of protein kinase C activity"
"GO:1900020",-22.0942142161112,-7.25520186471584,"protein modification/signaling","positive regulation of protein kinase C activity"
"GO:1900024",7.93802109480187,24.7879505215666,"cell adhesion","regulation of substrate adhesion-dependent cell spreading"
"GO:1900025",6.90088296310931,23.7869129729277,"cell adhesion","negative regulation of substrate adhesion-dependent cell spreading"
"GO:1900026",7.59814699101792,25.5673877026335,"cell adhesion","positive regulation of substrate adhesion-dependent cell spreading"
"GO:1900027",16.2992204947959,-7.83504682381375,"cellular component organization","regulation of ruffle assembly"
"GO:1900028",14.6509685792078,-1.03583385355365,"cellular component organization","negative regulation of ruffle assembly"
"GO:1900029",16.424227611704,-7.78614221348183,"cellular component organization","positive regulation of ruffle assembly"
"GO:1900034",-30.9603682745202,9.57525923493262,"response to stimulus","regulation of cellular response to heat"
"GO:1900036",-27.6516430197511,2.21633379442309,"stress response","positive regulation of cellular response to heat"
"GO:1900037",-28.8566929317436,11.2951742904933,"stress response","regulation of cellular response to hypoxia"
"GO:1900038",-8.47842921763758,4.27399200562763,"stress response","negative regulation of cellular response to hypoxia"
"GO:1900039",-23.998347347995,9.61461012697167,"stress response","positive regulation of cellular response to hypoxia"
"GO:1900044",-19.0273327821069,-21.466427508521,"protein modification/signaling","regulation of protein K63-linked ubiquitination"
"GO:1900045",-19.6875899000078,-21.4301002354332,"protein modification/signaling","negative regulation of protein K63-linked ubiquitination"
"GO:1900046",1.27421873459036,29.8827758458404,"multicellular organismal process","regulation of hemostasis"
"GO:1900047",1.66700894904016,30.1370370568437,"multicellular organismal process","negative regulation of hemostasis"
"GO:1900048",1.32154778300039,29.9939910520355,"multicellular organismal process","positive regulation of hemostasis"
"GO:1900052",8.77875460147457,-51.1201071222823,"metabolic process","regulation of retinoic acid biosynthetic process"
"GO:1900053",5.61082787125044,-35.8397427902659,"metabolic process","negative regulation of retinoic acid biosynthetic process"
"GO:1900054",-5.0224811764539,-36.0725804377799,"metabolic process","positive regulation of retinoic acid biosynthetic process"
"GO:1900060",-2.07814765494084,-28.1587683437694,"metabolic process","negative regulation of ceramide biosynthetic process"
"GO:1900063",-10.6722102082299,-14.3697082574189,"cellular component organization","regulation of peroxisome organization"
"GO:1900069",-23.2327988964043,-2.02135599027423,"stress response","regulation of cellular hyperosmotic salinity response"
"GO:1900073",28.1991825567506,-16.9865563198388,"neural related process","regulation of neuromuscular synaptic transmission"
"GO:1900075",12.2129463718855,-13.7531062970688,"neural related process","positive regulation of neuromuscular synaptic transmission"
"GO:1900076",-23.9880578399914,23.3675081090635,"response to stimulus","regulation of cellular response to insulin stimulus"
"GO:1900077",-22.8547386364665,19.296076480641,"receptor related process","negative regulation of cellular response to insulin stimulus"
"GO:1900078",-21.879179022892,22.0478535567119,"receptor related process","positive regulation of cellular response to insulin stimulus"
"GO:1900079",6.46794378413034,-61.8693778689327,"metabolic process","regulation of arginine biosynthetic process"
"GO:1900081",8.04197497316696,-58.5579058334906,"metabolic process","regulation of arginine catabolic process"
"GO:1900082",7.24905953234722,-60.4559980769264,"metabolic process","negative regulation of arginine catabolic process"
"GO:1900084",-19.3689977783086,-7.8180897592697,"protein modification/signaling","regulation of peptidyl-tyrosine autophosphorylation"
"GO:1900085",-18.9959442998145,-7.32400672005012,"protein modification/signaling","negative regulation of peptidyl-tyrosine autophosphorylation"
"GO:1900086",-20.8651783504632,-11.5185831326953,"protein modification/signaling","positive regulation of peptidyl-tyrosine autophosphorylation"
"GO:1900087",-56.1209585782244,-0.89668809120757,"cell cycle","positive regulation of G1/S transition of mitotic cell cycle"
"GO:1900098",9.0922879141618,41.7111346595529,"immune system process","regulation of plasma cell differentiation"
"GO:1900099",10.5954404941215,40.9168460075486,"immune system process","negative regulation of plasma cell differentiation"
"GO:1900100",7.46227562594166,43.3843750858259,"immune system process","positive regulation of plasma cell differentiation"
"GO:1900101",-4.61503943961767,1.36242865870833,"stress response","regulation of endoplasmic reticulum unfolded protein response"
"GO:1900102",-3.9667930223099,1.92832954849478,"stress response","negative regulation of endoplasmic reticulum unfolded protein response"
"GO:1900103",-4.11618547355494,1.89039796377374,"stress response","positive regulation of endoplasmic reticulum unfolded protein response"
"GO:1900104",-8.54771879698602,-8.87713699364047,"cellular component organization","regulation of hyaluranon cable assembly"
"GO:1900106",-9.16600280124062,-4.07038816460895,"cellular component organization","positive regulation of hyaluranon cable assembly"
"GO:1900107",-13.5165404494825,22.0018087163981,"receptor related process","regulation of nodal signaling pathway"
"GO:1900108",-14.6456285541171,15.2526082997208,"receptor related process","negative regulation of nodal signaling pathway"
"GO:1900115",-7.18035209848901,12.4725974042685,"protein modification/signaling","extracellular regulation of signal transduction"
"GO:1900116",-10.3627242323504,17.8945867864092,"receptor related process","extracellular negative regulation of signal transduction"
"GO:1900117",1.00591544370955,5.32645253684868,"cell death","regulation of execution phase of apoptosis"
"GO:1900118",2.78631529488328,9.92463293597541,"cell death","negative regulation of execution phase of apoptosis"
"GO:1900119",2.14185488789502,7.82981077011858,"cell death","positive regulation of execution phase of apoptosis"
"GO:1900120",-25.6273159280026,-16.793512575854,"receptor related process","regulation of receptor binding"
"GO:1900121",-22.6678940218269,-13.6062227729582,"protein modification/signaling","negative regulation of receptor binding"
"GO:1900122",-19.3393764331229,-4.41318247290124,"receptor related process","positive regulation of receptor binding"
"GO:1900125",-5.32673840059928,-46.3790090650468,"metabolic process","regulation of hyaluronan biosynthetic process"
"GO:1900126",-17.7611148447126,1.85789717924997,"metabolic process","negative regulation of hyaluronan biosynthetic process"
"GO:1900127",-13.9017920745883,-39.4454981167881,"metabolic process","positive regulation of hyaluronan biosynthetic process"
"GO:1900130",-24.1551987096412,-11.8790989749655,"metabolic process","regulation of lipid binding"
"GO:1900131",-17.7035605515168,-8.28355314412914,"protein modification/signaling","negative regulation of lipid binding"
"GO:1900133",12.9165552258962,-33.9492646711597,"transport","regulation of renin secretion into blood stream"
"GO:1900134",10.2011483929443,4.98250696418018,"transport","negative regulation of renin secretion into blood stream"
"GO:1900135",23.9274241063384,-30.4337676824301,"transport","positive regulation of renin secretion into blood stream"
"GO:1900138",-12.1724278966272,-1.46326660190085,"protein modification/signaling","negative regulation of phospholipase A2 activity"
"GO:1900139",18.6753631119761,-39.8116877024854,"transport","negative regulation of arachidonate secretion"
"GO:1900141",5.39263521231525,12.4226572839419,"cell death","regulation of oligodendrocyte apoptotic process"
"GO:1900142",5.82325104265067,13.8178214951227,"cell death","negative regulation of oligodendrocyte apoptotic process"
"GO:1900143",3.47929234755365,9.40888413846787,"cell death","positive regulation of oligodendrocyte apoptotic process"
"GO:1900147",22.9865990855671,33.9934052564266,"neural related process","regulation of Schwann cell migration"
"GO:1900148",23.2129679291714,32.7090992634459,"immune system process","negative regulation of Schwann cell migration"
"GO:1900149",22.2298806615563,34.0247205692326,"neural related process","positive regulation of Schwann cell migration"
"GO:1900150",-4.2705500358461,46.7574788649456,"immune system process","regulation of defense response to fungus"
"GO:1900151",-36.4925960216882,-31.0267486581475,"gene regulation","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900152",-36.344095435769,-31.0541967666176,"gene regulation","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900153",-36.5017159126535,-31.0221720778208,"gene regulation","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"GO:1900154",27.1557099149148,4.14956421479322,"morphogenesis/development","regulation of bone trabecula formation"
"GO:1900155",34.4799353332621,8.81494789277821,"morphogenesis/development","negative regulation of bone trabecula formation"
"GO:1900157",32.0735372511164,11.1045761405899,"morphogenesis/development","regulation of bone mineralization involved in bone maturation"
"GO:1900158",30.1314744185084,8.96995276671216,"morphogenesis/development","negative regulation of bone mineralization involved in bone maturation"
"GO:1900159",33.1582724282966,10.2428345630259,"morphogenesis/development","positive regulation of bone mineralization involved in bone maturation"
"GO:1900161",1.12550874625686,-20.3400955888908,"cellular component organization","regulation of phospholipid scramblase activity"
"GO:1900163",-3.44092388833075,-19.2355271856355,"cellular component organization","positive regulation of phospholipid scramblase activity"
"GO:1900166",-13.7447512721571,63.7226132468201,"immune system process","regulation of glial cell-derived neurotrophic factor production"
"GO:1900168",-16.8128615427556,49.3553936416115,"immune system process","positive regulation of glial cell-derived neurotrophic factor production"
"GO:1900180",2.31549118369274,-31.3102866340055,"transport","regulation of protein localization to nucleus"
"GO:1900181",4.64791153630812,-32.1001901215854,"transport","negative regulation of protein localization to nucleus"
"GO:1900182",2.37557322136029,-31.3128385701034,"transport","positive regulation of protein localization to nucleus"
"GO:1900186",11.5896531213856,-19.9160795394736,"transport","negative regulation of clathrin-dependent endocytosis"
"GO:1900190",-26.6762586016062,10.4009261709506,"cellular component organization","regulation of single-species biofilm formation"
"GO:1900191",1.42966624149297,18.5758107046798,"cellular component organization","negative regulation of single-species biofilm formation"
"GO:1900193",-19.3275962931513,-0.509307809586134,"morphogenesis/development","regulation of oocyte maturation"
"GO:1900194",-4.6692854376899,12.3797925043002,"morphogenesis/development","negative regulation of oocyte maturation"
"GO:1900195",-36.2000396337735,-2.77973165061811,"morphogenesis/development","positive regulation of oocyte maturation"
"GO:1900200",32.6458703775996,15.3106559217011,"cell death","mesenchymal cell apoptotic process involved in metanephros development"
"GO:1900204",33.0264353395442,15.488886645689,"cell death","apoptotic process involved in metanephric collecting duct development"
"GO:1900205",32.4598579280479,15.6861528864026,"cell death","apoptotic process involved in metanephric nephron tubule development"
"GO:1900208",-10.1122450997706,-33.5881427770945,"metabolic process","regulation of cardiolipin metabolic process"
"GO:1900210",-9.38774695527479,-36.3454060396798,"metabolic process","positive regulation of cardiolipin metabolic process"
"GO:1900211",24.3770971669382,17.8215087713996,"cell death","regulation of mesenchymal cell apoptotic process involved in metanephros development"
"GO:1900212",23.8511576399544,17.6676097335075,"cell death","negative regulation of mesenchymal cell apoptotic process involved in metanephros development"
"GO:1900214",27.5229870471784,15.4428734440937,"cell death","regulation of apoptotic process involved in metanephric collecting duct development"
"GO:1900215",20.109602918666,15.8819817037204,"cell death","negative regulation of apoptotic process involved in metanephric collecting duct development"
"GO:1900217",25.0909826699477,12.55980495894,"cell death","regulation of apoptotic process involved in metanephric nephron tubule development"
"GO:1900218",22.2724387045084,15.0583343815927,"cell death","negative regulation of apoptotic process involved in metanephric nephron tubule development"
"GO:1900221",9.40989590140741,-5.51443444422025,"multicellular organismal process","regulation of amyloid-beta clearance"
"GO:1900222",12.2921118879832,11.5481997394817,"multicellular organismal process","negative regulation of amyloid-beta clearance"
"GO:1900223",9.45559769463694,-3.84434046437862,"multicellular organismal process","positive regulation of amyloid-beta clearance"
"GO:1900225",-12.0744255361781,38.2074736579818,"cellular component organization","regulation of NLRP3 inflammasome complex assembly"
"GO:1900226",-1.3098236752716,16.0451211551583,"cellular component organization","negative regulation of NLRP3 inflammasome complex assembly"
"GO:1900227",-4.88753689013921,22.2114608044624,"cellular component organization","positive regulation of NLRP3 inflammasome complex assembly"
"GO:1900228",-32.7266487056955,43.742681327852,"viral related process","regulation of single-species biofilm formation in or on host organism"
"GO:1900229",-12.2639969443091,15.0928894702204,"cellular component organization","negative regulation of single-species biofilm formation in or on host organism"
"GO:1900234",-25.4275931423502,22.1653198276522,"immune system process","regulation of Kit signaling pathway"
"GO:1900235",-15.5786380226606,17.8481985913108,"immune system process","negative regulation of Kit signaling pathway"
"GO:1900238",-14.1546480411238,16.2775332481542,"receptor related process","regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"
"GO:1900239",11.0833693310482,6.20523427994678,"cell cycle","regulation of phenotypic switching"
"GO:1900240",33.4775696517396,9.02558293282818,"cell cycle","negative regulation of phenotypic switching"
"GO:1900242",14.8350752979758,-27.4653820433405,"neural related process","regulation of synaptic vesicle endocytosis"
"GO:1900244",14.2228373490664,-27.0107265259925,"transport","positive regulation of synaptic vesicle endocytosis"
"GO:1900245",-12.9399971580066,39.0080958642632,"immune system process","positive regulation of MDA-5 signaling pathway"
"GO:1900246",-12.6672093803231,39.6345449468491,"immune system process","positive regulation of RIG-I signaling pathway"
"GO:1900247",-27.3652897458267,-38.761294964267,"gene regulation","regulation of cytoplasmic translational elongation"
"GO:1900248",-28.381874589473,-35.8674384647208,"gene regulation","negative regulation of cytoplasmic translational elongation"
"GO:1900259",-25.9474447878565,-17.4398842339653,"gene regulation","regulation of RNA-dependent RNA polymerase activity"
"GO:1900260",-28.7319259644562,-15.1084844898507,"gene regulation","negative regulation of RNA-dependent RNA polymerase activity"
"GO:1900262",-32.5796384521763,-5.06910340216304,"cell cycle","regulation of DNA-directed DNA polymerase activity"
"GO:1900264",-32.5588439950962,-5.09071663697378,"cell cycle","positive regulation of DNA-directed DNA polymerase activity"
"GO:1900271",28.1598260937143,-16.6185010002441,"neural related process","regulation of long-term synaptic potentiation"
"GO:1900272",27.8412122625744,-16.6264204075062,"neural related process","negative regulation of long-term synaptic potentiation"
"GO:1900273",28.1232205523416,-16.4919201391018,"neural related process","positive regulation of long-term synaptic potentiation"
"GO:1900276",-30.8300883430127,5.31984994849778,"receptor related process","regulation of proteinase activated receptor activity"
"GO:1900279",10.7364975674034,41.8913367064371,"immune system process","regulation of CD4-positive, alpha-beta T cell costimulation"
"GO:1900280",10.3681690446567,41.8310571376443,"immune system process","negative regulation of CD4-positive, alpha-beta T cell costimulation"
"GO:1900281",10.2925497487334,41.9493870034742,"immune system process","positive regulation of CD4-positive, alpha-beta T cell costimulation"
"GO:1900368",-36.6096381278152,-28.431790961923,"gene regulation","regulation of post-transcriptional gene silencing by regulatory ncRNA"
"GO:1900369",-36.0101986679038,-31.6015167441127,"gene regulation","negative regulation of post-transcriptional gene silencing by regulatory ncRNA"
"GO:1900370",-37.3360499353672,-29.7128218117627,"gene regulation","positive regulation of post-transcriptional gene silencing by RNA"
"GO:1900371",-8.51420826537558,-61.1791512763763,"metabolic process","regulation of purine nucleotide biosynthetic process"
"GO:1900372",-10.0888593795553,-60.441503880641,"metabolic process","negative regulation of purine nucleotide biosynthetic process"
"GO:1900373",-8.22063374375355,-61.1642269112067,"metabolic process","positive regulation of purine nucleotide biosynthetic process"
"GO:1900376",-12.6591381988797,-24.762904817749,"metabolic process","regulation of secondary metabolite biosynthetic process"
"GO:1900377",-5.78716398958473,0.184124275172864,"metabolic process","negative regulation of secondary metabolite biosynthetic process"
"GO:1900378",-22.1866578719476,-21.7366954379985,"metabolic process","positive regulation of secondary metabolite biosynthetic process"
"GO:1900407",-15.3720788235209,8.63539698597826,"stress response","regulation of cellular response to oxidative stress"
"GO:1900408",-18.5203191500199,1.47699814743406,"stress response","negative regulation of cellular response to oxidative stress"
"GO:1900409",-18.5254602321168,6.98059987965607,"stress response","positive regulation of cellular response to oxidative stress"
"GO:1900424",-8.95462461291373,32.0311333165822,"immune system process","regulation of defense response to bacterium"
"GO:1900425",-6.1976630751289,31.9944134174272,"immune system process","negative regulation of defense response to bacterium"
"GO:1900426",-5.94619174350712,45.1696984089857,"immune system process","positive regulation of defense response to bacterium"
"GO:1900428",-25.7585795528603,-1.85200247598324,"cell cycle","regulation of filamentous growth of a population of unicellular organisms"
"GO:1900430",-29.1094628038381,11.4475218056841,"cell cycle","positive regulation of filamentous growth of a population of unicellular organisms"
"GO:1900449",-1.01297160892761,11.6374548812381,"receptor related process","regulation of glutamate receptor signaling pathway"
"GO:1900450",-3.59743313895008,7.08518670471261,"receptor related process","negative regulation of glutamate receptor signaling pathway"
"GO:1900451",-9.97753126147956,23.3283220927903,"receptor related process","positive regulation of glutamate receptor signaling pathway"
"GO:1900452",27.799152561221,-16.488231204801,"neural related process","regulation of long-term synaptic depression"
"GO:1900453",27.7501527717363,-16.4947784804332,"neural related process","negative regulation of long-term synaptic depression"
"GO:1900454",25.7731145137377,-19.1016215880431,"neural related process","positive regulation of long-term synaptic depression"
"GO:1900461",-34.6971838539244,-14.2828655929549,"gene regulation","positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter"
"GO:1900480",-12.3529752454987,-22.5075854246658,"metabolic process","regulation of diacylglycerol biosynthetic process"
"GO:1900533",5.22145626560223,-60.1282195267526,"metabolic process","palmitic acid metabolic process"
"GO:1900535",6.88245534685764,-57.9976695767881,"metabolic process","palmitic acid biosynthetic process"
"GO:1900542",-9.14372704359656,-56.0524009353241,"metabolic process","regulation of purine nucleotide metabolic process"
"GO:1900543",-9.76028898232122,-55.0279091134989,"metabolic process","negative regulation of purine nucleotide metabolic process"
"GO:1900544",-8.95266222281381,-57.0179277458039,"metabolic process","positive regulation of purine nucleotide metabolic process"
"GO:1900619",6.25844977233917,-54.6459960969987,"metabolic process","acetate ester metabolic process"
"GO:1900620",5.43651775187824,-56.6917048248833,"metabolic process","acetate ester biosynthetic process"
"GO:1900623",9.08730719012397,30.8477410217335,"immune system process","regulation of monocyte aggregation"
"GO:1900625",9.61932650271071,33.879881689079,"immune system process","positive regulation of monocyte aggregation"
"GO:1900673",6.06294661612632,-55.2470471724993,"metabolic process","olefin metabolic process"
"GO:1900719",32.1778320294208,-11.154411215459,"multicellular organismal process","regulation of uterine smooth muscle relaxation"
"GO:1900721",31.7764608094816,-5.74195722471777,"multicellular organismal process","positive regulation of uterine smooth muscle relaxation"
"GO:1900729",-11.0395299744447,22.8360665969712,"receptor related process","regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway"
"GO:1900731",-9.49078641553525,19.2990525245075,"receptor related process","positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway"
"GO:1900736",-10.814456291116,13.698552625679,"receptor related process","regulation of phospholipase C-activating G protein-coupled receptor signaling pathway"
"GO:1900737",-10.501822639056,13.0365081803702,"receptor related process","negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway"
"GO:1900738",-11.6862240178578,20.1105265550603,"receptor related process","positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway"
"GO:1900744",-15.39276355932,6.03039488318972,"protein modification/signaling","regulation of p38MAPK cascade"
"GO:1900745",-15.6969334139947,5.50030505522177,"protein modification/signaling","positive regulation of p38MAPK cascade"
"GO:1900746",-14.626370007555,18.5569892213366,"response to stimulus","regulation of vascular endothelial growth factor signaling pathway"
"GO:1900747",-15.1660255650812,19.0432028426478,"response to stimulus","negative regulation of vascular endothelial growth factor signaling pathway"
"GO:1900748",-13.5072575518007,17.0275002942825,"receptor related process","positive regulation of vascular endothelial growth factor signaling pathway"
"GO:1900749",24.975316689433,-35.058371334325,"transport","(R)-carnitine transport"
"GO:1900753",20.2380688084598,-38.1236379282413,"transport","doxorubicin transport"
"GO:1900756",-4.48588034258754,-27.4925187366087,"metabolic process","protein processing in phagocytic vesicle"
"GO:1900757",-22.4513558581216,-8.67155771597595,"metabolic process","regulation of D-amino-acid oxidase activity"
"GO:1900825",24.8312785244452,-19.3907016167308,"cellular component organization","regulation of membrane depolarization during cardiac muscle cell action potential"
"GO:1900826",22.9232304912742,-15.6204805055802,"cellular component organization","negative regulation of membrane depolarization during cardiac muscle cell action potential"
"GO:1900827",16.7491966187757,7.41586651787928,"cellular component organization","positive regulation of membrane depolarization during cardiac muscle cell action potential"
"GO:1900864",-33.8532944592938,-36.2609625764557,"gene regulation","mitochondrial RNA modification"
"GO:1900923",23.4267970408453,-31.594133356869,"transport","regulation of glycine import across plasma membrane"
"GO:1900924",23.466165183906,-31.452048970328,"transport","negative regulation of glycine import across plasma membrane"
"GO:1901000",-23.1716682153184,-2.3456863240785,"stress response","regulation of response to salt stress"
"GO:1901003",-9.79015120185029,-42.0546433800715,"metabolic process","negative regulation of fermentation"
"GO:1901004",4.85856450666117,-54.6680536142577,"metabolic process","ubiquinone-6 metabolic process"
"GO:1901006",6.09076199502995,-56.9997764068946,"metabolic process","ubiquinone-6 biosynthetic process"
"GO:1901016",24.0437118517897,-30.8429654969321,"transport","regulation of potassium ion transmembrane transporter activity"
"GO:1901017",23.9652297679167,-30.9255649448801,"transport","negative regulation of potassium ion transmembrane transporter activity"
"GO:1901018",14.1121937374699,-26.0375827197189,"transport","positive regulation of potassium ion transmembrane transporter activity"
"GO:1901019",22.9681528194431,-29.5556003593213,"other","regulation of calcium ion transmembrane transporter activity"
"GO:1901020",23.0886764586239,-29.9894344614668,"transport","negative regulation of calcium ion transmembrane transporter activity"
"GO:1901021",23.1864444213718,-29.5825357504111,"transport","positive regulation of calcium ion transmembrane transporter activity"
"GO:1901026",-22.9544078370622,-36.8574625848504,"cellular component organization","ripoptosome assembly involved in necroptotic process"
"GO:1901027",0.756205085531251,-49.5769760382828,"metabolic process","dextrin catabolic process"
"GO:1901028",-1.28185606582156,-7.32724213863051,"cell death","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"GO:1901029",-1.50966935277224,-7.24205610356266,"cell death","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"GO:1901030",-0.990986672166199,-7.54019471753684,"cell death","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"GO:1901031",-26.0337259897618,9.18881918176283,"stress response","regulation of response to reactive oxygen species"
"GO:1901032",-11.7874475013358,2.77832490223375,"stress response","negative regulation of response to reactive oxygen species"
"GO:1901034",22.2756211253133,-35.7221575591123,"transport","regulation of L-glutamine import across plasma membrane"
"GO:1901036",7.12952481378831,-31.0245361780549,"transport","positive regulation of L-glutamine import across plasma membrane"
"GO:1901052",6.29294136340444,-61.6567733773906,"metabolic process","sarcosine metabolic process"
"GO:1901053",6.69412009029478,-61.5047029851077,"metabolic process","sarcosine catabolic process"
"GO:1901068",-15.0612582085671,-60.0867460171681,"metabolic process","guanosine-containing compound metabolic process"
"GO:1901071",-2.87719279632654,-49.1445955551133,"metabolic process","glucosamine-containing compound metabolic process"
"GO:1901072",-5.7130409323667,-51.1156044198028,"metabolic process","glucosamine-containing compound catabolic process"
"GO:1901073",-11.9947233946304,-59.0616774653965,"metabolic process","glucosamine-containing compound biosynthetic process"
"GO:1901074",10.2615533744192,-19.1507965535072,"cellular component organization","regulation of engulfment of apoptotic cell"
"GO:1901076",7.23218446971597,-17.4882913487693,"transport","positive regulation of engulfment of apoptotic cell"
"GO:1901077",39.0658473003557,-22.5560916733493,"multicellular organismal process","regulation of relaxation of muscle"
"GO:1901078",39.0710002429969,-22.5139686872632,"multicellular organismal process","negative regulation of relaxation of muscle"
"GO:1901079",39.2802039460655,-22.5169769141604,"multicellular organismal process","positive regulation of relaxation of muscle"
"GO:1901080",39.0660039650362,-22.571939850699,"multicellular organismal process","regulation of relaxation of smooth muscle"
"GO:1901081",29.9881454886673,4.12311046024274,"multicellular organismal process","negative regulation of relaxation of smooth muscle"
"GO:1901082",31.8499292794983,-5.81251394697943,"multicellular organismal process","positive regulation of relaxation of smooth muscle"
"GO:1901096",-0.635825412492459,-14.3508432210704,"cellular component organization","regulation of autophagosome maturation"
"GO:1901097",0.643041603346181,-11.6857180331707,"cellular component organization","negative regulation of autophagosome maturation"
"GO:1901098",-0.925062678208482,-13.7705865164146,"cellular component organization","positive regulation of autophagosome maturation"
"GO:1901099",-1.39754675206778,9.81515417697592,"protein modification/signaling","negative regulation of signal transduction in absence of ligand"
"GO:1901128",0.267593614920603,-54.4671889467915,"metabolic process","gentamycin metabolic process"
"GO:1901135",-6.87640514539932,-53.5824401490418,"metabolic process","carbohydrate derivative metabolic process"
"GO:1901136",-7.91330164915261,-54.7303330558693,"metabolic process","carbohydrate derivative catabolic process"
"GO:1901137",-4.20122363398452,-49.0199685243525,"metabolic process","carbohydrate derivative biosynthetic process"
"GO:1901142",-4.52012891441455,-34.541716988629,"metabolic process","insulin metabolic process"
"GO:1901143",-0.754981976066732,-40.6242333810748,"metabolic process","insulin catabolic process"
"GO:1901145",26.2370449437834,15.3057855857545,"cell death","mesenchymal cell apoptotic process involved in nephron morphogenesis"
"GO:1901146",19.1653858562429,15.5074061670259,"cell death","mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis"
"GO:1901147",26.0611955402954,15.2614820239284,"cell death","mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis"
"GO:1901148",-31.8531976841033,-37.2467853228482,"gene regulation","gene expression involved in extracellular matrix organization"
"GO:1901159",-10.389426460481,-59.775611353859,"metabolic process","xylulose 5-phosphate biosynthetic process"
"GO:1901160",3.64541958072505,-57.3420735120232,"metabolic process","primary amino compound metabolic process"
"GO:1901162",5.04200757579777,-60.5431414566514,"metabolic process","primary amino compound biosynthetic process"
"GO:1901163",37.0317683893708,31.0621328174336,"morphogenesis/development","regulation of trophoblast cell migration"
"GO:1901164",35.7784770941877,29.3903606599749,"multicellular organismal process","negative regulation of trophoblast cell migration"
"GO:1901165",20.8941457799333,15.6176405600686,"multicellular organismal process","positive regulation of trophoblast cell migration"
"GO:1901166",23.1365033601774,21.2199765517574,"morphogenesis/development","neural crest cell migration involved in autonomic nervous system development"
"GO:1901170",6.52390454373659,-55.4961119114669,"metabolic process","naphthalene catabolic process"
"GO:1901175",5.88512390580161,-51.4515986398631,"metabolic process","lycopene metabolic process"
"GO:1901176",6.1508962301135,-53.5881118342855,"metabolic process","lycopene catabolic process"
"GO:1901184",-13.7056996193267,14.8840755582044,"receptor related process","regulation of ERBB signaling pathway"
"GO:1901185",-13.9775348705353,14.2427415398766,"receptor related process","negative regulation of ERBB signaling pathway"
"GO:1901186",-13.0426890863908,15.1954824539621,"receptor related process","positive regulation of ERBB signaling pathway"
"GO:1901187",-11.1523794323064,16.9708386369552,"receptor related process","regulation of ephrin receptor signaling pathway"
"GO:1901189",-12.8825651889955,21.791570073403,"receptor related process","positive regulation of ephrin receptor signaling pathway"
"GO:1901193",-25.6286684710468,-37.8548681704176,"gene regulation","regulation of formation of translation preinitiation complex"
"GO:1901194",-29.5896977019878,-38.5774474330509,"gene regulation","negative regulation of formation of translation preinitiation complex"
"GO:1901201",14.9728846882842,8.83713370288219,"cellular component organization","regulation of extracellular matrix assembly"
"GO:1901202",15.5042061841488,7.39545684832699,"cellular component organization","negative regulation of extracellular matrix assembly"
"GO:1901203",11.2912237820579,-2.0323667749354,"cellular component organization","positive regulation of extracellular matrix assembly"
"GO:1901207",39.0661118757131,2.97700595606295,"morphogenesis/development","regulation of heart looping"
"GO:1901208",25.4665306723688,-4.01202805557991,"morphogenesis/development","negative regulation of heart looping"
"GO:1901210",43.680553152001,6.4111762071873,"morphogenesis/development","regulation of cardiac chamber formation"
"GO:1901211",43.1568979133813,6.21493347165594,"morphogenesis/development","negative regulation of cardiac chamber formation"
"GO:1901222",-18.1416895487139,1.32407163124574,"protein modification/signaling","regulation of non-canonical NF-kappaB signal transduction"
"GO:1901223",-30.2455742157241,4.01631114294685,"protein modification/signaling","negative regulation of non-canonical NF-kappaB signal transduction"
"GO:1901224",-17.4801639914522,8.02362185909769,"protein modification/signaling","positive regulation of non-canonical NF-kappaB signal transduction"
"GO:1901246",26.9367691649304,22.6926442299049,"morphogenesis/development","regulation of lung ciliated cell differentiation"
"GO:1901247",22.132096608881,24.4072527727524,"morphogenesis/development","negative regulation of lung ciliated cell differentiation"
"GO:1901248",13.7524194717375,36.1066133970065,"morphogenesis/development","positive regulation of lung ciliated cell differentiation"
"GO:1901249",31.3847546769341,18.6224362733083,"morphogenesis/development","regulation of lung goblet cell differentiation"
"GO:1901251",12.6110435608841,30.1025412572192,"morphogenesis/development","positive regulation of lung goblet cell differentiation"
"GO:1901252",-34.1555608787212,44.7240558238032,"viral related process","regulation of intracellular transport of viral material"
"GO:1901253",-34.063641463777,44.2403844842594,"cell cycle","negative regulation of intracellular transport of viral material"
