"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"11"	query_1	TRUE	1.81313465467944e-16	403	1919	98	0.051068264721209	0.24317617866005	GO:0032102	GO:BP	negative regulation of response to external stimulus	21017	7366	c("GO:0009605", "GO:0032101", "GO:0048585")	IEA,IMP,IDA,IMP,TAS,IMP ISS,IMP,IMP IEA,NAS,IEA,NAS,IDA,IBA,IDA IEA,IDA,IMP,ISS IEA,IDA IGI IBA TAS NAS IC,IMP,IBA TAS NAS IEA,IDA ISS IC IEA,IMP,ISS IEA,IDA IBA,ISS IC IEA,ISS IEA,IBA,IDA,IDA,IMP,IMP ISS IEA,IDA,IDA,IDA,IDA IBA IEA,IDA IBA IEA,IMP,IMP IEA,IEA,TAS,IDA ISS IEA,ISS IEA,TAS,TAS,IEA,IMP IBA,IEA,IEA,IBA,IDA,TAS,IEA,ISS IEA,IDA,IMP,IDA,ISS IEA,IBA,IBA,IMP,IMP,ISS IEA,IDA,IEA,ISS IEA,IMP,IBA,TAS,ISS IBA IEA,IDA,TAS,IC,IDA,TAS,IEA,ISS IBA IEA,IMP,IDA,IDA,IDA,IDA,IDA IEA,IEA,IC,IDA IBA,IBA,IMP IEA,IDA,IEA,IMP,IDA,IEA,ISS IBA,IBA,ISS IEA,IBA,IDA ISS,NAS	NT5E,OAS3,HLA-A,OAS1,SERPINB2,CEACAM1,SERPINB9,PARP14,SAA1,SOCS3,PLAUR,TRIM21,SEMA7A,DHX58,HLA-E,TRIB1,FNDC4,SERPINE1,DUSP1,PLAU,SERPINE2,STAT2,CYLD,TNFAIP6,PRKCD,LDLR,PPARD,IFI16,SFN,MFHAS1,TNFAIP3,CD9,HLA-F,TNF,PTGER4,NLRC5,TMSB4X,ELF4,NFKB1,FURIN,STAT3,METRNL,SRC,KLF4,ADAR,RORA,ZFP36,IER3,SEMA3C,MICB,EDN1,TRIM38,NBL1,FGF2,ISG15,ZDHHC18,NR1D1,SEMA3A,SEMA4B,MAPKBP1,SLC39A8,MDK,TFPI,UBASH3B,IL22RA1,MEFV,SEMA3B,RHBDF2,TRAFD1,C1QTNF1,LYN,USF1,PIM1,PLK2,DVL1,TNFRSF1B,ADTRP,LRFN5,USP38,EIF4E2,IL10RA,IL33,PLXNA3,FAP,SUSD4,SEMA4C,NMI,TGFB1,WNT3,CORO1B,MIF,ADORA2A,CD200,SEMA6A,EPHA4,SEMA6D,ACOD1,NR1H2
"12"	query_1	TRUE	2.14791056189663e-16	463	1919	107	0.0557582073996873	0.23110151187905	GO:0006935	GO:BP	chemotaxis	21017	2574	c("GO:0042221", "GO:0042330")	IDA IBA TAS NAS IC IEA,IEA,IEA,IDA NAS,TAS,IMP,IBA,IMP IBA IEA,TAS IC,IEA,ISS IEA,IMP,IMP,IDA,ISS IEA,TAS,IDA IBA,IDA,IMP,IDA IMP IBA TAS IEA,IDA IBA IEA,TAS IC,ISS IEA,IBA,IMP,IEA,IEA,ISS,TAS IEA,IDA,IEA,IDA IGI IBA TAS IEA,IDA,IDA IBA TAS IEA,IDA,IDA IMP IEA,IMP,IEA,IMP IBA IEA,IMP,TAS,IMP,IEA,IMP IGI,ISS,IMP,IDA IBA,IBA,IBA NAS IEA,IEA,IEA,IEA,IDA ISS IBA NAS IEA,TAS,ISS IEA,IDA IGI TAS NAS IEA,IMP IBA,IMP,ISS,ISS IBA IEA,IBA,IBA,IDA IEA,IMP ISS IEA,IMP ISS IEA,TAS,IBA TAS,ISS IEA,IEA,IMP,IDA IEA,IMP,IMP,IBA TAS IEA,IDA ISS IBA IC IEA,IEA,IBA IEA,IEA,ISS IEA,IDA IBA IEA,IBA IEA,IDA ISS IEA,IEA,TAS,IBA IEA,IBA,IDA,IEA,IDA IBA IEA,IMP,IDA IMP,ISS IEA,IDA IEA,TAS IEA,IDA,IBA TAS IEA,IBA,IDA IEA,IDA,IMP,IDA IBA TAS IEA,IMP,IBA,IEA,TAS,IGI,IBA	CCL5,ITGA2,TNFSF14,SAA1,PLAUR,EGR3,SEMA7A,RAC2,IL6R,FLRT3,ADAM8,SERPINE1,DUSP1,NINJ1,PTK2B,PLAU,ANXA1,TNFAIP6,PRKCD,CXCL10,VEGFC,IL6,NEDD9,TREM1,EPHA2,SWAP70,IL23A,WNT7B,PTAFR,CSF1,CMTM3,CXCL8,TMSB4X,CCL20,LGMN,CREB3,HBEGF,SERPIND1,OXSR1,ITGAV,MAP2K1,CALR,ARHGEF5,PRKD2,LYST,STX4,S100A14,SEMA3C,CXCL16,TPBG,NRG1,EDN1,VEGFA,DEFB1,NBL1,FGF2,RHOG,GBF1,PLEKHG5,CXCL3,SEMA3A,SEMA4B,DSCAM,MDK,P2RX4,L1CAM,SEMA3B,SLC8B1,PREX1,ITGB3,MOSPD2,LYN,NR4A1,CXCL2,CCL3,PLEC,FER,BMPR2,TRPM4,CCL4,CCL4L2,NCKAP1L,PLXNA3,FOSL1,ACKR3,SEMA4C,TGFB1,WNT3,S100A9,ADGRE2,CORO1B,NTN1,MIF,PIK3CD,THBS4,CXCL1,SEMA6A,CORO1A,S100A7,BCAR1,CCL24,IL12A,SEMA6D,PLXNA4,S100A12,CSF1R,FCER1G
"13"	query_1	TRUE	3.02287111647857e-16	465	1919	107	0.0557582073996873	0.23010752688172	GO:0042330	GO:BP	taxis	21017	10096	c("GO:0009605", "GO:0040011")	IDA IBA TAS NAS IC IEA,IEA,IEA,IDA NAS,TAS,IMP,IBA,IMP IBA IEA,TAS IC,IEA,ISS IEA,IMP,IMP,IDA,ISS IEA,TAS,IDA IBA,IDA,IMP,IDA IMP IBA TAS IEA,IDA IBA IEA,TAS IC,ISS IEA,IBA,IMP,IEA,IEA,ISS,TAS IEA,IDA,IEA,IDA IGI IBA TAS IEA,IDA,IDA IBA TAS IEA,IDA,IDA IMP IEA,IMP,IEA,IMP IBA IEA,IMP,TAS,IMP,IEA,IMP IGI,ISS,IMP,IDA IBA,IBA,IBA NAS IEA,IEA,IEA,IEA,IDA ISS IBA NAS IEA,TAS,ISS IEA,IDA IGI TAS NAS IEA,IMP IBA,IMP,ISS,ISS IBA IEA,IBA,IBA,IDA IEA,IMP ISS IEA,IMP ISS IEA,TAS,IBA TAS,ISS IEA,IEA,IMP,IDA IEA,IMP,IMP,IBA TAS IEA,IDA ISS IBA IC IEA,IEA,IBA IEA,IEA,ISS IEA,IDA IBA IEA,IBA IEA,IDA ISS IEA,IEA,TAS,IBA IEA,IBA,IDA,IEA,IDA IBA IEA,IMP,IDA IMP,ISS IEA,IDA IEA,TAS IEA,IDA,IBA TAS IEA,IBA,IDA IEA,IDA,IMP,IDA IBA TAS IEA,IMP,IBA,IEA,TAS,IGI,IBA	CCL5,ITGA2,TNFSF14,SAA1,PLAUR,EGR3,SEMA7A,RAC2,IL6R,FLRT3,ADAM8,SERPINE1,DUSP1,NINJ1,PTK2B,PLAU,ANXA1,TNFAIP6,PRKCD,CXCL10,VEGFC,IL6,NEDD9,TREM1,EPHA2,SWAP70,IL23A,WNT7B,PTAFR,CSF1,CMTM3,CXCL8,TMSB4X,CCL20,LGMN,CREB3,HBEGF,SERPIND1,OXSR1,ITGAV,MAP2K1,CALR,ARHGEF5,PRKD2,LYST,STX4,S100A14,SEMA3C,CXCL16,TPBG,NRG1,EDN1,VEGFA,DEFB1,NBL1,FGF2,RHOG,GBF1,PLEKHG5,CXCL3,SEMA3A,SEMA4B,DSCAM,MDK,P2RX4,L1CAM,SEMA3B,SLC8B1,PREX1,ITGB3,MOSPD2,LYN,NR4A1,CXCL2,CCL3,PLEC,FER,BMPR2,TRPM4,CCL4,CCL4L2,NCKAP1L,PLXNA3,FOSL1,ACKR3,SEMA4C,TGFB1,WNT3,S100A9,ADGRE2,CORO1B,NTN1,MIF,PIK3CD,THBS4,CXCL1,SEMA6A,CORO1A,S100A7,BCAR1,CCL24,IL12A,SEMA6D,PLXNA4,S100A12,CSF1R,FCER1G
"14"	query_1	TRUE	3.61222813085161e-16	230	1919	69	0.0359562272016675	0.3	GO:0002685	GO:BP	regulation of leukocyte migration	21017	1203	c("GO:0002682", "GO:0030334", "GO:0050900")	IDA IBA IEA,IEA,IEA,ISS,IMP,IMP IEA,TAS,IDA ISS IBA IEA,IEA,IMP,IMP,ISS IEA,IEA,ISS IBA IEA,IMP,IDA,IDA IEA,IDA IBA,IMP,TAS,IEA,ISS IEA,IEA,IEA,IMP IBA IEA,IEA,IEA,IDA IMP IEA,TAS,NAS,IDA,IDA,IDA,IDA,IMP IBA IEA,IMP,IMP,IDA IBA,IEA,IDA IBA TAS,ISS IEA,TAS,ISS IEA,ISS,ISS,IMP ISS IEA,ISS TAS IEA,ISS IEA,IEA,IDA,IMP,IBA,IDA TAS,IMP,IEA,IDA,IEA,IMP ISS IEA,IEA,ISS IEA,IDA,IDA,ISS,IEA,IDA,IEA,IMP,IEA,IGI ISS IEA	CCL5,ITGA2,TNFSF14,ABL2,ICAM1,RAC2,IL6R,ADAM8,MYD88,SERPINE1,DUSP1,PTK2B,MMP14,ANXA1,MSN,TNFAIP6,CXCL10,VEGFC,APP,IL6,ECM1,NEDD9,SWAP70,IL23A,STK10,PTAFR,CD9,CSF1,CXCL8,TNF,PTGER4,CCL20,LGMN,CREB3,OXSR1,TNFSF18,CALR,S100A14,EDN1,VEGFA,NBL1,HMOX1,FUT4,CD47,ZP3,MDK,P2RX4,SLC8B1,ITGB3,MOSPD2,LYN,TNFRSF14,CCL3,ADTRP,IL1R1,CCL4,IL33,NCKAP1L,TGFB1,CHST2,MIF,THBS4,CD200,CORO1A,S100A7,CCL24,IL12A,PTPN22,CSF1R
"15"	query_1	TRUE	4.10177244655625e-16	427	1919	101	0.0526315789473684	0.236533957845433	GO:0016032	GO:BP	viral process	21017	5071	GO:0008150	IBA,IDA TAS,IDA,IEA,IDA,IDA IBA,IDA,IDA,IMP IEA,IDA IBA,TAS,IEA,IDA IMP IEA,IDA IBA,IDA,TAS,IMP,IDA,IEA,IBA,IDA IBA,TAS,IMP,IDA IMP,IDA IBA IEA,IDA IEA,ISS IEA,IDA,IMP,IMP,IDA,IDA,IEA,IEA,IDA IMP IBA,IDA IEA,IDA,IEA,IMP,IDA,IMP IEA,IMP IEA,IDA IMP IGI TAS IEA,IEA,IMP,IDA,IEA,IDA,IDA,IDA,IEA,IDA IMP IGI TAS IEA,IMP IBA,IMP,IDA TAS,IDA IBA,IDA IEP TAS,IEP ISS IEA,IMP TAS NAS,IMP IEA,IDA,IDA IMP IEA,IMP,IMP,IEA,TAS,IDA IMP,IDA IBA IEA,IDA IBA IEA,IDA IMP,IDA,IMP,IEA,TAS,TAS,IDA,TAS,IDA,IMP IEA,IMP,IDA,IEA,IDA,IMP,IDA,ISS,IDA IBA,IDA,IDA IBA,IDA,IDA,IDA NAS IEA,IDA,IDA TAS NAS,IDA,IEA,IDA IBA,IEA,IDA IBA,TAS,IEA	OAS2,CCL5,IL32,ITGA5,CTSL,IFITM2,MX1,BST2,PLSCR1,OAS3,ST3GAL1,CD86,CHMP5,OAS1,SP100,PARP9,STAT1,SLPI,ITGA2,TRIM22,OASL,TNIP1,RAB7A,IFIT1,TRIM21,ICAM1,ZNFX1,N4BP1,LAMP3,IFI27,IFIT5,ZC3HAV1,CD55,LDLR,IFITM3,RSAD2,MID2,EPHA2,VAMP8,IFI16,ARL8B,EIF2AK2,CHMP2B,CTSB,GSN,SMPD1,HSPA1B,CXCL8,TNF,ZFYVE1,NECTIN4,CHMP4B,ISG20,P4HB,CREB3,APOBEC3G,FURIN,PCSK5,ITGAV,NPC1,SNX3,ADAR,RAB43,ZFP36,HSPA1A,PARP10,GTF2B,TRIM38,NECTIN2,ISG15,TMEM41B,RNASEK,ITGB6,CALCOCO2,FUT8,RSF1,IRF7,LY6E,DYNLT1,ITGB3,USF1,TNFRSF14,MON1B,TRIM15,CCL3,IFNL3,TRIM26,IFNB1,RNASEL,NR5A2,LGALS1,CHMP1A,CCL4,ACE2,TMPRSS4,SELPLG,APOBEC3F,ANPEP,APOBEC3A,ST3GAL2,CSF1R
"16"	query_1	TRUE	6.81672121865038e-16	147	1919	53	0.0276185513288171	0.360544217687075	GO:0050729	GO:BP	positive regulation of inflammatory response	21017	13228	c("GO:0006954", "GO:0031349", "GO:0032103", "GO:0050727")	ISS IEA,IC,ISS,IDA IEA,IC,IDA,IDA,ISS IEA,IMP IGI,IDA,IC,IEA,IMP,IDA TAS,IDA,ISS,IMP,IC,IEA,IDA,ISS TAS IEA,ISS IEA,IMP,IDA,IEA,IMP,IEA,IMP IEA,IMP,IBA IEA,ISS,IMP ISS IEA,ISO,IC,IEA,ISS,IDA ISO NAS,ISS IEA,IDA,ISS TAS,ISS IEA,IDA,ISS,IEA,ISS IBA TAS IEA,ISS IEA,ISS IEA,IMP,IDA,IEA,ISS,NAS,TAS	GBP5,IL6ST,TNIP1,IFI35,OSMR,HLA-E,NFKBIA,ADAM8,SERPINE1,NINJ1,IL15,LDLR,APP,IL6,CASP4,GBP3,VAMP8,IL23A,CTSC,ETS1,TNF,PTGER4,TRADD,GBP1,IL1RL1,PLCG2,NLRP3,RIPK1,NFKBIZ,CD47,ZP3,MDK,MEFV,TLR3,C3,GBP2,CASP1,PTGS2,NLRP1,CCL3,CEBPA,LGALS1,ZBP1,IDO1,IL33,GPR4,NMI,TGFB1,S100A9,CCL24,PDE2A,AIM2,S100A12
"17"	query_1	TRUE	1.10168626212617e-15	240	1919	70	0.0364773319437207	0.291666666666667	GO:0002274	GO:BP	myeloid leukocyte activation	21017	806	GO:0045321	ISS IEA,IDA,ISS IEA,ISS,IDA,IEA,IEA,IEA,IDA IEA,IDA IBA,IDA,IDA,ISS IEA,IGI,TAS,IDA IEA,IMP,IEA,IEA,IMP,NAS,IEA,IDA TAS,ISS NAS IEA,IEP,IEA,IEA,ISS IEA,ISS IEA,IEA,IMP,IEA,IMP IBA IEA,IEA,IMP,IEA,ISS IEA,IMP IBA,IEA,IEA,ISS IEA,IMP,TAS,IEA,ISS IBA IEA,IEA,IEA,IDA TAS,ISS IEA,ISS IEA,ISS IBA IEA,IDA,IEA,ISS,IDA,IEA,IDA ISS IEA,IDA,ISS IEA,IEA,IMP,ISS,NAS,TAS,IEA,IEP,ISS IEA,ISS IEA,TAS,IBA	BATF2,CCL5,TMEM106A,PLSCR1,IFI35,RAC2,JMJD6,MYD88,FN1,IL15,ANXA1,PRKCD,LDLR,APP,IL6,CSF2,VAMP8,CTSC,PTAFR,MFHAS1,CSF1,IFNGR2,CXCL8,TNF,STXBP3,PSEN1,RELB,SPHK1,JAK2,IL1RL1,UNC13D,NOTCH2,SBNO2,RORA,STX4,TICAM1,PLCG2,NECTIN2,NDRG1,ITGB6,NR1D1,DYSF,PREX1,TLR3,LYN,TRAF6,ITGB8,CCL3,CEBPA,LRFN5,FER,CLU,IL13RA2,GAB2,FCAR,LCP2,IL33,NMI,DNASE1,TGFB1,ADGRE2,TNIP2,MIF,PIK3CD,TMEM229B,DHRS2,CD200,BATF3,S100A12,FCER1G
"18"	query_1	TRUE	1.53625632491844e-15	319	1919	83	0.0432516935904117	0.260188087774295	GO:0019058	GO:BP	viral life cycle	21017	5555	GO:0016032	IBA,IDA TAS,IDA,IEA,IDA,IDA IBA,IDA,IDA,IMP IEA,IDA IBA,IEA,IDA IMP IEA,IDA IBA,IDA,IEA,IBA,IDA IBA,TAS,IMP,IDA IMP,IBA IEA,IDA IEA,ISS IEA,IDA,IMP,IMP,IDA,IDA,IEA,IEA,IDA IMP IBA,IDA IEA,IDA,IEA,IMP,IDA,IMP IEA,IMP IEA,IDA IMP IGI TAS IEA,IEA,IMP,IDA,IEA,IDA,IDA,IDA,IEA,IDA IMP IGI TAS IEA,IMP IBA,IMP,IDA IBA,IDA IEP,IEP ISS IEA,IMP TAS NAS,IMP IEA,IDA,IDA IMP IEA,IMP,IEA,IDA IBA IEA,IDA IBA IEA,IDA IMP,IDA,IMP,IEA,IDA,IEA,IMP,IEA,IMP,ISS,IDA IBA,IDA,IDA IBA,IDA,IDA,IDA NAS IEA,IDA TAS NAS,IDA,IEA,IDA IBA,IEA,IDA IBA	OAS2,CCL5,IL32,ITGA5,CTSL,IFITM2,MX1,BST2,PLSCR1,OAS3,CD86,CHMP5,OAS1,SLPI,ITGA2,TRIM22,OASL,TNIP1,RAB7A,IFIT1,TRIM21,ICAM1,ZNFX1,N4BP1,LAMP3,IFI27,IFIT5,ZC3HAV1,CD55,LDLR,IFITM3,RSAD2,MID2,EPHA2,VAMP8,IFI16,ARL8B,EIF2AK2,CHMP2B,CTSB,GSN,SMPD1,HSPA1B,CXCL8,TNF,ZFYVE1,NECTIN4,CHMP4B,ISG20,P4HB,APOBEC3G,FURIN,PCSK5,ITGAV,NPC1,SNX3,ADAR,RAB43,HSPA1A,TRIM38,NECTIN2,ISG15,TMEM41B,RNASEK,ITGB6,LY6E,DYNLT1,ITGB3,TNFRSF14,TRIM15,IFNL3,TRIM26,IFNB1,RNASEL,NR5A2,LGALS1,CHMP1A,ACE2,TMPRSS4,SELPLG,APOBEC3F,ANPEP,APOBEC3A
"19"	query_1	TRUE	4.71731716587042e-15	356	1919	88	0.0458572173006774	0.247191011235955	GO:0045089	GO:BP	positive regulation of innate immune response	21017	11272	c("GO:0002833", "GO:0031349", "GO:0032103", "GO:0045087", "GO:0045088", "GO:0050778")	TAS,IDA ISS IEA,TAS,IMP,IMP,IMP,IMP IBA IEA,IDA,TAS,IDA,ISS,IDA TAS,IDA IEA,ISS IEA,IMP,IDA IMP ISS IBA IEA,IDA,IDA IBA IEA,ISS IEA,IDA IMP IBA IEA,ISS,IMP,ISS IEA,IDA,ISS IEA,IEA,ISS IEA,IDA IBA IEA,ISS IEA,IMP IEA,IDA,IDA NAS IEA,ISS IEA,IMP IBA,IMP,IDA,IEA,IDA IMP,IMP,IEA,TAS,IDA,IDA,IDA TAS,ISS IBA IEA,IDA IMP ISS IBA IEA,IDA IBA,IMP,IMP ISS TAS IEA,IEA,IDA IBA,IDA,IEA,IMP IBA,IDA,IDA,IMP,IMP NAS,IDA ISS TAS IEA,IDA,IMP IBA IEA,IMP,IDA IEA,IDA IEA,ISS TAS IEA,IDA TAS,ISS,NAS,IMP,IMP,IDA,IDA IMP NAS,IDA IEA,NAS,ISS IEA,ISS,ISS IBA IEA,IEA,ISS IEA,NAS,ISS IBA,TAS,TAS,IDA IMP IBA IEA,IDA,IDA IMP IBA IEA,IDA IBA NAS IEA,ISS	CTSS,GBP5,CCL5,PLSCR1,OAS3,OAS1,PARP9,TNIP3,BIRC3,OASL,TNIP1,IRAK2,IFI35,ZNFX1,DDX60,DHX58,HLA-E,NFKBIA,ADAM8,MYD88,NINJ1,ZC3HAV1,RPS6KA3,HSPA8,RSAD2,PELI1,IRF1,IFI16,EIF2AK2,MFHAS1,TAX1BP1,TNFAIP3,SLC15A3,SEC14L1,HSPA1B,HLA-F,TNF,NLRC5,RIOK3,TMED7-TICAM2,BIRC2,CD274,RELA,SRC,MAPKAPK2,TICAM1,S100A14,HSPA1A,PLCG2,NLRP3,TRIM56,RNF185,NFKBIZ,NECTIN2,ZDHHC18,NAGK,NR1D1,MEFV,IRF7,SQSTM1,UNC93B1,UFD1L,IKBKE,TLR3,LYN,TRAF6,GBP2,CASP1,EPG5,TRIM15,LACC1,NLRP1,MARK4,IFNB1,GPR108,SH2D1B,ZBP1,FOSL1,NMI,S100A9,TNIP2,PAK3,IFNK,TICAM2,IL12A,PTPN22,AIM2,ACOD1
"20"	query_1	TRUE	5.89946316554634e-15	396	1919	94	0.0489838457529964	0.237373737373737	GO:0050900	GO:BP	leukocyte migration	21017	13342	c("GO:0002376", "GO:0016477")	IDA IBA TAS IC IEA,IEA,IEA,ISS,IDA NAS,IMP IEP IEA,IMP IEA,TAS IC,IDA ISS IBA IEA,IEA,IMP,IMP,IDA,ISS IEA,IEA,IDA ISS IBA IEA,IDA IMP IEP,IDA,IDA IMP IBA IEA,IDA IBA,IMP,TAS IC,IEA,ISS IEA,IBA,IEA,IEA,IMP IBA IEA,IEA,IEA,IEA,IDA IMP IEA,IEA,IDA IGI IBA TAS,IDA NAS IEA,IDA,IDA ISS IBA,IDA,IDA,IMP IBA IEA,IMP,TAS,IMP,IEA,ISS,IDA IBA,IBA IEA,IEA,IEA,IDA IBA TAS,ISS IEA,TAS,ISS IEA,ISS,IMP,ISS IBA,ISS,IMP ISS IEA,ISS TAS IEA,ISS IEA,IEA,IEA,IDA,IMP TAS,IBA,IBA,IDA ISS IBA TAS IC,IMP,IEA,IEA,ISS IEA,ISS IEA,IDA IBA,IBA,IEA,IDA IMP ISS IEA,IDA ISS IBA,IEA,IDA IBA,IMP,ISS IEA,IDA,TAS,IDA,ISS,IBA,IEA,IDA,IDA IBA IEA,IMP,IEA,TAS,IGI ISS IEA,IBA	CCL5,ITGA2,TNFSF14,ABL2,SAA1,ICAM1,RAC2,IL6R,ADAM8,MYD88,SERPINE1,DUSP1,NINJ1,PTK2B,MMP14,ANXA1,MSN,TNFAIP6,CXCL10,VEGFC,APP,IL6,ECM1,NEDD9,TREM1,SWAP70,IL23A,STK10,WDR1,PTAFR,CD9,CSF1,B4GALT1,CXCL8,TNF,PTGER4,CCL20,LGMN,CREB3,OXSR1,TNFSF18,SRC,CALR,ARHGEF5,LYST,S100A14,CXCL16,PAFAH1B1,EDN1,VEGFA,NBL1,HMOX1,FUT4,CD47,GBF1,CXCL3,ZP3,MDK,P2RX4,SLC8B1,PREX1,ITGB3,MOSPD2,LYN,CXCL2,TNFRSF14,CCL3,ADTRP,PLEC,IL1R1,FER,TRPM4,CCL4,CCL4L2,IL33,NCKAP1L,SELPLG,TGFB1,S100A9,ADGRE2,CHST2,MIF,PIK3CD,THBS4,CD200,CXCL1,CORO1A,S100A7,CCL24,IL12A,PTPN22,S100A12,CSF1R,FCER1G
"21"	query_1	TRUE	6.67586867838291e-15	477	1919	106	0.0552371026576342	0.222222222222222	GO:0002757	GO:BP	immune response-activating signaling pathway	21017	1268	c("GO:0002253", "GO:0002764")	TAS,IDA ISS IEA,ISS,IMP,IDA,IMP,IDA,IDA,TAS,IDA,ISS,IDA TAS,IDA,IMP,IDA IMP ISS IBA IEA,IDA IBA IEA,IDA IMP IBA IEA,ISS,IMP,ISS IEA,IEA,TAS,IDA,ISS IEA,IEA,ISS IEA,ISS IEA,IBA,TAS,IMP IEA,IDA,IDA NAS IEA,IEA,ISS IEA,IMP IBA,IMP,IEA,IMP,IMP,IEA,IEA,IEA,IEA,IBA IEA,TAS,IMP,IDA,IDA IMP,IBA IEA,IDA TAS,IDA ISS IEA,ISS IBA IEA,IDA IMP ISS IBA IEA,IDA IBA,IMP,IBA,IDA,IDA IMP ISS TAS IEA,IEA,IDA IBA,IEA,ISS IEA,IDA IBA,ISS,IDA,IDA,IMP,TAS,IMP ISS IEA,IMP NAS,IDA ISS TAS IEA,IDA,IMP IBA IEA,ISS,IMP,IDA IEA,ISS IBA TAS IEA,IDA IMP TAS,IEA,IEA,ISS,NAS,ISS,IBA,IMP,IMP,IDA,IDA IMP NAS,IBA,IDA IEA,ISS IEA,IMP,IDA,IMP,IEA,ISS IEA,NAS,ISS IBA,TAS,TAS,IDA IMP IBA IEA,IDA NAS,IDA IMP IBA TAS NAS IEA,NAS,ISS,IBA	CTSS,GBP5,PLSCR1,OAS3,HLA-A,OAS1,CEACAM1,TNIP3,BIRC3,OASL,TNIP1,IRAK2,IFI35,DDX60,DHX58,NFKBIA,MYD88,NINJ1,ZC3HAV1,RPS6KA3,CYLD,PRKCD,HSPA8,RSAD2,PELI1,IRF1,EIF2AK2,BTN2A1,BANK1,MFHAS1,TAX1BP1,TNFAIP3,CMTM3,SLC15A3,SEC14L1,HSPA1B,TNF,EZR,RIOK3,PSEN1,TMED7-TICAM2,NFKB1,ELF1,BTN2A2,BIRC2,GBP1,CD274,RELA,THEMIS2,SRC,PRKD2,MAPKAPK2,TICAM1,S100A14,HSPA1A,CD276,MICB,PLCG2,NLRP3,BTN3A1,DUSP22,NFKBIZ,NECTIN2,CD47,ZDHHC18,NAGK,NR1D1,PLD2,CARD11,MEFV,IRF7,SQSTM1,UNC93B1,NFKBID,UFD1L,TLR3,LYN,TRAF6,RAPGEF1,C3,GBP2,CASP1,LAPTM5,BTN3A3,EPG5,TRIM15,LACC1,NLRP1,BTN3A2,MARK4,GPR108,NFATC2,LCP2,NCKAP1L,FOSL1,NMI,S100A9,TNIP2,PAK3,PIK3CD,TICAM2,BCAR1,PTPN22,AIM2,ACOD1,FCER1G
"22"	query_1	TRUE	9.3985351273957e-15	379	1919	91	0.0474205315268369	0.240105540897098	GO:0002833	GO:BP	positive regulation of response to biotic stimulus	21017	1343	c("GO:0002831", "GO:0009607", "GO:0048584")	TAS,IDA ISS IEA,TAS,IMP,IMP,IMP,IMP IBA IEA,IDA,TAS,IDA,ISS,IDA TAS,IDA IEA,ISS IEA,IMP,IDA IMP ISS IBA IEA,IDA,IDA IBA IEA,ISS IEA,IDA IMP IBA IEA,ISS,ISS IEA,IMP,ISS IEA,IDA,ISS IEA,IEA,ISS IEA,IDA IBA IEA,ISS IEA,IMP IEA,IDA,IDA NAS IEA,ISS IEA,IMP IBA,IMP,IDA,IEA,IDA IMP,IMP,IEA,TAS,IDA IMP,IDA,IDA TAS,ISS IBA IEA,IDA IMP ISS IBA IEA,IDA IBA,IMP,IMP ISS TAS IEA,IEA,IDA IBA,IDA,IEA,IMP IBA,IDA,IDA,IMP,IMP NAS,IDA ISS TAS IEA,IDA,IMP IBA IEA,IMP,IDA IEA,IDA IEA,ISS TAS IEA,IDA TAS IEA,ISS,NAS,IMP,IMP,IDA,IDA IMP NAS,IDA IEA,ISO IEA,NAS,ISS IEA,ISS,ISS IBA IEA,IEA,ISS IEA,NAS,ISS IBA,IEA,TAS,TAS,IDA IMP IBA IEA,IDA,IDA IMP IBA IEA,IDA IBA NAS IEA,IDA ISS	CTSS,GBP5,CCL5,PLSCR1,OAS3,OAS1,PARP9,TNIP3,BIRC3,OASL,TNIP1,IRAK2,IFI35,ZNFX1,DDX60,DHX58,HLA-E,NFKBIA,ADAM8,MYD88,NINJ1,BMP6,ZC3HAV1,RPS6KA3,HSPA8,RSAD2,PELI1,IRF1,IFI16,EIF2AK2,MFHAS1,TAX1BP1,TNFAIP3,SLC15A3,SEC14L1,HSPA1B,HLA-F,TNF,NLRC5,RIOK3,TMED7-TICAM2,BIRC2,CD274,RELA,SRC,MAPKAPK2,TICAM1,S100A14,HSPA1A,PLCG2,NLRP3,TRIM56,RNF185,NFKBIZ,NECTIN2,ZDHHC18,NAGK,NR1D1,MEFV,IRF7,SQSTM1,UNC93B1,UFD1L,IKBKE,TLR3,LYN,TRAF6,GBP2,CASP1,EPG5,TRIM15,LACC1,NLRP1,MARK4,MMRN2,IFNB1,GPR108,SH2D1B,ZBP1,FOSL1,NMI,S100A9,TNIP2,MIF,PAK3,IFNK,TICAM2,IL12A,PTPN22,AIM2,ACOD1
